46,37,10,0,0,0,3,0,1
23,23,6,0,0,0,6,0,1
82,64,26,0,0,1,7,0,1
288,161,103,3,3,1,17,0,1
232,148,72,0,0,0,9,0,1
116,114,2,0,0,0,20,0,1
67,56,11,0,0,0,9,0,1
42,42,0,0,0,0,6,0,1
133,129,3,0,0,0,82,0,1
74,52,20,0,0,0,8,0,1
284,186,94,3,3,0,26,2,1
56,41,0,0,0,0,30,0,1
163,117,60,0,0,0,7,0,1
10,10,3,0,0,0,0,0,1
42,41,8,0,0,0,16,0,1
362,148,149,0,0,0,30,1,1
134,101,37,0,0,0,12,0,1
116,93,28,0,0,0,13,1,1
2738,817,982,2,2,0,19,0,1
23,23,5,0,0,0,2,0,1
401,222,157,0,0,0,1,2,1
203,137,48,3,3,2,15,1,1
46,41,7,0,0,0,10,0,1
426,219,136,0,0,0,14,1,1
110,72,45,5,1,0,10,0,1
497,284,158,0,0,0,91,0,1
65,63,7,0,0,0,17,0,1
1468,612,490,0,0,0,142,4,1
138,102,37,0,0,0,8,0,1
35,26,6,0,0,0,7,0,1
13,13,1,0,0,0,2,0,1
92,71,32,0,0,0,4,0,1
41,33,14,0,0,0,4,0,1
89,57,30,0,0,0,5,0,1
114,88,24,0,0,0,5,1,1
820,398,254,0,0,0,98,0,1
21,17,5,0,0,0,2,0,1
101,75,40,0,0,0,6,1,1
48,41,19,0,0,0,7,0,1
264,135,118,0,0,0,5,1,1
725,223,297,0,0,0,11,1,1
137,95,34,0,0,0,8,0,1
71,59,25,0,0,0,4,1,1
127,95,29,2,2,1,8,0,1
109,72,39,0,0,0,9,0,1
69,65,16,0,0,0,25,0,1
1543,555,534,0,0,0,42,1,1
3087,789,1261,5,5,0,33,2,1
116,76,21,1,1,1,8,1,1
326,184,112,0,0,0,7,0,1
520,274,126,0,0,0,21,1,1
592,106,90,0,0,0,218,0,1
122,80,38,0,0,0,9,0,1
108,80,29,0,0,0,2,0,1
67,62,15,0,0,0,27,0,1
93,76,23,0,0,1,14,0,1
56,56,5,0,0,0,14,0,1
73,57,20,0,0,0,2,1,1
77,59,22,0,0,0,10,0,1
1050,459,320,0,0,0,48,4,1
287,179,87,0,0,0,22,0,1
122,91,28,0,0,0,8,1,1
235,138,66,0,0,0,9,1,1
86,66,31,0,0,0,11,0,1
82,69,20,0,0,0,7,1,1
59,49,18,0,0,0,2,0,1
12,12,3,0,0,0,1,0,1
62,53,15,0,0,0,5,0,1
33,30,5,0,0,0,0,0,1
371,216,96,0,0,0,6,1,1
44,31,19,0,0,0,2,0,1
350,198,114,0,0,0,6,0,1
121,82,49,0,0,0,2,1,1
17,15,2,0,0,0,1,0,1
498,243,197,0,0,0,3,2,1
86,60,31,0,0,0,5,0,1
157,101,48,2,1,1,18,0,1
47,45,10,0,0,0,5,0,1
89,69,28,0,0,0,14,0,1
2253,745,744,0,0,1,44,1,1
1056,463,362,0,0,0,120,2,1
203,127,75,0,0,0,1,0,1
98,83,29,0,0,0,7,0,1
114,89,25,0,0,0,13,2,1
185,112,77,0,0,0,4,0,1
80,64,33,0,0,0,9,0,1
40,40,5,0,0,0,14,0,1
832,396,261,0,0,0,97,0,1
60,55,16,0,0,0,6,0,1
284,179,69,0,0,0,4,0,1
35,31,11,0,0,0,8,0,1
481,239,204,0,0,0,23,1,1
88,64,22,0,0,0,8,0,1
126,83,44,0,0,0,1,0,1
65,60,10,0,0,0,11,0,1
3156,800,1287,0,0,0,37,1,1
212,136,66,0,0,0,7,1,1
292,170,112,0,0,0,3,0,1
111,69,46,0,0,0,3,0,1
82,63,7,4,4,1,36,0,1
547,312,171,0,0,0,87,0,1
156,104,59,3,2,1,3,0,1
406,208,148,0,0,0,24,2,1
82,67,25,0,0,0,13,0,1
65,43,14,0,0,0,3,0,1
95,73,18,1,1,0,8,1,1
77,65,24,0,0,0,5,0,1
37,34,15,0,0,0,0,0,1
251,155,83,0,0,0,10,0,1
100,82,32,0,0,0,16,0,1
85,68,22,0,0,0,16,0,1
40,40,0,0,0,0,2,0,1
1972,622,655,0,0,0,41,2,1
323,204,121,4,4,1,12,0,1
341,190,90,0,0,0,33,0,1
129,85,33,0,0,0,2,0,1
123,94,29,1,1,0,12,0,1
131,80,46,4,2,0,8,0,1
30,30,3,0,0,0,12,0,1
121,87,39,2,2,0,2,0,1
108,86,35,0,0,0,11,0,1
207,138,68,0,0,0,10,0,1
6,6,1,0,0,0,0,0,1
74,64,8,0,0,0,8,0,1
27,24,9,0,0,0,3,0,1
110,72,38,0,0,0,8,0,1
133,100,1,0,0,0,86,0,1
523,268,212,0,0,0,18,2,1
71,64,9,0,0,0,16,0,1
178,41,57,0,0,0,12,0,1
23,21,3,1,1,0,4,0,1
121,95,16,0,0,0,33,0,1
664,311,253,3,3,1,15,2,1
98,79,22,0,0,1,6,0,1
106,75,29,0,0,0,6,0,1
158,108,51,2,2,2,6,0,1
436,222,174,1,1,0,20,0,1
218,116,72,0,0,0,5,0,1
152,140,19,0,0,0,10,0,1
44,42,7,0,0,0,2,0,1
73,61,23,1,1,2,5,0,1
94,75,28,0,0,0,12,0,1
333,187,126,0,0,0,15,2,1
65,52,23,0,0,0,3,0,1
40,37,8,0,0,0,7,0,1
38,27,14,0,0,0,1,0,1
184,108,60,1,1,0,4,1,1
330,180,105,11,3,2,18,0,1
724,329,310,0,0,0,14,2,1
64,58,15,0,0,0,16,0,1
68,50,14,1,1,0,6,0,1
109,72,35,0,0,0,11,0,1
270,191,84,0,0,0,23,0,1
212,133,75,4,3,1,12,1,1
205,129,57,0,0,0,8,0,1
88,67,32,0,0,0,10,0,1
20,17,0,0,0,0,3,0,1
67,56,25,0,0,0,1,0,1
109,73,36,0,0,0,12,0,1
41,35,4,0,0,0,25,0,1
68,65,8,0,0,0,11,0,1
58,47,23,0,0,0,9,0,1
514,263,165,0,0,0,71,0,1
32,29,9,0,0,0,3,0,1
52,46,14,0,0,0,5,0,1
122,76,36,0,0,0,4,0,1
108,68,39,0,0,0,0,0,1
1036,463,357,0,0,0,93,1,1
243,164,69,3,3,1,17,0,1
320,157,111,0,0,0,10,0,1
480,251,142,0,0,0,54,0,1
102,67,6,0,0,0,25,0,1
170,119,8,0,0,0,59,0,1
24,20,8,0,0,0,0,0,1
91,48,8,0,0,0,9,0,1
54,47,13,0,0,0,9,0,1
37,35,8,0,0,0,5,0,1
774,324,284,0,0,0,28,0,1
251,183,85,0,0,0,13,0,1
19,19,0,0,0,0,11,0,1
129,97,29,2,2,1,9,0,1
104,99,13,0,0,0,6,0,1
34,32,11,0,0,0,4,0,1
241,157,94,0,0,0,6,0,1
37,34,11,0,0,0,8,0,1
49,42,9,0,0,0,5,0,1
109,72,39,0,0,0,11,0,1
326,185,112,0,0,0,7,0,1
90,73,32,0,0,0,8,1,1
78,76,8,0,0,0,2,0,1
55,50,15,0,0,0,11,0,1
32,26,12,0,0,0,2,0,1
105,82,21,0,0,0,7,0,1
99,76,1,0,0,0,61,0,1
69,58,22,0,0,0,6,0,1
320,166,97,6,5,0,17,1,1
36,31,11,1,1,1,2,0,1
498,245,167,0,0,0,15,2,1
581,281,147,1,1,0,22,1,1
76,59,25,0,0,0,0,1,1
346,210,89,4,2,1,14,1,1
258,154,72,3,3,2,20,0,1
504,251,188,0,0,1,4,1,1
112,92,24,0,0,0,14,1,1
279,75,37,0,0,0,31,0,1
47,39,12,0,0,0,0,0,1
90,61,39,0,0,0,0,0,1
38,30,4,0,0,0,0,0,1
45,34,18,0,0,0,0,0,1
84,81,13,0,0,0,22,0,1
102,79,23,0,0,0,7,0,1
166,108,49,0,0,0,12,0,1
55,54,6,0,0,0,1,0,1
68,52,16,0,0,0,4,0,1
32,23,1,2,2,2,12,0,1
30,24,3,0,0,0,10,0,1
47,39,16,0,0,0,5,0,1
316,165,97,6,5,0,17,0,1
73,57,20,0,0,0,2,1,1
172,127,59,0,0,0,9,1,1
21,17,5,0,0,0,1,0,1
3108,791,1263,0,0,0,29,2,1
213,118,84,0,0,0,0,1,1
55,45,5,0,0,0,10,0,1
185,105,47,0,0,0,8,1,1
167,113,64,0,0,0,19,1,1
102,71,34,1,1,1,4,0,1
117,92,36,0,0,0,3,0,1
35,30,3,0,0,0,5,0,1
69,55,22,0,0,0,3,1,1
115,80,38,0,0,0,11,0,1
2786,840,989,5,5,1,30,0,1
127,95,29,2,2,1,8,0,1
299,190,110,0,0,0,4,0,1
603,285,227,1,1,0,5,1,1
39,38,4,0,0,0,14,0,1
462,227,203,0,0,0,11,2,1
26,23,8,0,0,0,3,0,1
206,185,30,0,0,0,38,0,1
121,108,27,0,0,0,23,0,1
40,36,9,0,0,0,0,0,1
376,198,166,0,0,0,3,0,1
312,181,100,2,1,0,8,1,1
314,201,124,0,0,0,35,0,1
143,92,37,3,1,0,5,0,1
58,47,23,0,0,0,10,0,1
601,279,247,0,0,0,18,1,1
123,94,29,1,1,0,12,0,1
136,107,16,0,0,0,28,0,1
607,295,217,0,0,0,27,0,1
148,134,24,0,0,0,9,1,1
255,134,94,1,1,1,9,2,1
214,201,22,0,0,0,21,0,1
957,459,261,7,7,1,37,1,1
208,143,81,0,0,0,4,0,1
93,76,25,0,0,1,4,0,1
23,20,1,0,0,0,9,0,1
38,32,12,0,0,0,1,0,1
7,7,2,0,0,0,1,0,1
363,208,138,0,0,0,9,1,1
43,35,14,0,0,0,9,0,1
38,34,7,0,0,0,4,0,1
248,138,105,0,0,0,3,0,1
39,36,12,0,0,0,0,0,1
79,55,28,2,2,3,10,0,1
208,126,73,0,0,0,6,0,1
47,45,1,0,0,0,14,0,1
124,100,41,0,0,0,9,0,1
109,82,23,1,1,1,7,0,1
73,57,19,2,1,0,2,0,1
190,125,47,0,0,0,28,0,1
42,38,15,0,0,0,1,0,1
51,44,15,0,0,0,0,0,1
384,211,123,0,0,0,8,1,1
3108,791,1263,0,0,0,29,2,1
657,336,210,0,0,0,91,0,1
232,148,72,0,0,0,9,0,1
860,374,360,2,2,2,6,2,1
28,24,6,0,0,0,1,0,1
75,59,21,0,0,0,16,0,1
106,80,24,0,0,0,8,0,1
66,55,22,0,0,0,2,0,1
105,83,25,3,3,1,11,0,1
72,72,0,0,0,0,10,0,1
102,85,19,0,0,0,10,0,1
58,48,23,0,0,0,8,0,1
89,67,23,0,0,0,14,0,1
138,109,27,0,0,0,8,0,1
9,9,1,0,0,0,0,0,1
734,717,9,0,0,0,76,0,1
23,23,3,0,0,0,6,0,1
63,57,10,0,0,0,11,0,1
229,142,11,0,0,0,122,0,1
134,94,26,0,0,0,11,1,1
116,90,24,0,0,0,5,0,1
47,47,0,0,0,0,3,0,1
153,112,42,1,1,0,6,1,1
89,72,24,0,0,1,1,0,1
58,47,23,0,0,0,9,0,1
358,177,126,0,0,0,12,0,1
146,97,49,0,0,0,6,0,1
585,297,98,0,0,0,113,1,1
55,46,11,0,0,0,21,0,1
42,26,13,0,0,0,1,0,1
105,84,26,0,0,0,9,0,1
100,78,2,0,0,0,72,0,1
29,26,6,0,0,0,5,0,1
1345,565,421,0,0,0,158,2,1
514,508,10,0,0,0,47,0,1
29,23,11,0,0,0,2,0,1
68,62,12,0,0,0,11,0,1
43,35,18,0,0,0,2,0,1
60,54,17,0,0,0,2,0,1
134,107,40,0,0,0,9,0,1
45,45,0,0,0,0,8,1,1
180,134,58,0,0,0,5,0,1
110,88,31,0,0,0,9,0,1
97,75,25,0,0,0,7,0,1
389,235,147,0,0,0,12,1,1
531,247,229,0,0,0,4,3,1
105,84,32,0,0,0,5,0,1
68,57,21,0,0,0,3,0,1
377,324,24,3,2,0,14,0,1
32,30,8,0,0,0,2,0,1
92,68,18,1,1,1,6,0,1
79,67,29,0,0,0,5,0,1
54,50,3,0,0,0,4,1,1
347,205,101,0,0,0,28,0,1
74,53,28,0,0,0,1,0,1
187,129,63,0,0,0,16,1,1
170,106,61,0,0,0,6,0,1
106,73,29,3,1,0,4,0,1
113,77,30,0,0,0,5,1,1
1191,471,396,0,0,0,47,1,1
56,47,17,0,0,0,3,0,1
45,34,19,0,0,0,0,0,1
145,116,39,0,0,0,21,0,1
178,102,67,0,0,0,8,0,1
193,133,58,1,1,0,5,1,1
5,5,0,0,0,0,0,0,1
60,49,9,0,0,0,9,0,1
27,27,3,0,0,0,11,0,1
9,9,2,0,0,0,1,0,1
44,36,13,0,0,0,2,0,1
806,323,330,0,0,0,10,0,1
10,10,3,0,0,0,2,0,1
29,27,4,0,0,0,6,0,1
386,192,127,3,3,2,14,1,1
160,120,45,0,0,0,16,0,1
790,340,269,0,0,0,46,1,1
182,116,75,0,0,0,3,2,1
121,69,41,1,1,0,1,0,1
383,211,162,0,0,0,12,2,1
102,68,6,0,0,0,26,0,1
254,163,94,0,0,1,3,0,1
24,24,5,0,0,0,1,1,1
191,120,54,6,3,0,10,0,1
151,107,45,0,0,0,19,1,1
50,44,6,0,0,0,4,0,1
106,68,47,0,0,0,3,1,1
10,10,2,0,0,0,0,0,1
83,66,26,0,0,0,11,0,1
143,61,4,4,4,2,42,0,1
84,84,4,0,0,0,40,0,1
109,70,38,0,0,0,0,0,1
401,221,138,0,0,0,11,1,1
154,97,54,0,0,0,3,1,1
47,46,3,0,0,0,5,0,1
1388,596,488,0,0,0,128,2,1
40,37,7,0,0,0,2,0,1
61,50,21,0,0,0,1,0,1
720,296,259,0,0,0,29,1,1
71,69,5,0,0,0,4,0,1
93,58,30,0,0,0,1,1,1
95,70,34,0,0,1,5,0,1
9,9,2,0,0,0,2,0,1
117,80,49,0,0,0,4,0,1
247,146,91,5,5,0,11,1,1
35,25,14,0,0,0,1,0,1
142,106,53,0,0,0,3,0,1
370,204,125,0,0,0,11,1,1
3,3,0,0,0,0,0,0,1
39,30,16,0,0,0,0,0,1
74,58,26,1,1,1,9,0,1
68,62,12,0,0,0,11,0,1
117,75,38,0,0,0,1,0,1
103,72,30,0,0,0,4,0,1
65,56,20,0,0,0,9,0,1
88,74,31,0,0,0,2,0,1
7,7,2,0,0,0,0,0,1
87,67,32,0,0,0,12,0,1
36,32,7,0,0,0,4,0,1
319,191,87,0,0,0,31,0,1
6,6,1,0,0,0,0,0,1
233,139,12,0,0,0,114,0,1
120,92,34,0,0,0,5,0,1
45,39,18,0,0,0,4,0,1
132,88,38,0,0,0,6,0,1
307,173,103,0,0,0,1,1,1
453,83,52,0,0,0,172,0,1
33,31,7,0,0,0,12,0,1
61,60,3,0,0,0,0,0,1
122,81,43,0,0,0,0,5,1
1182,477,446,0,0,0,14,2,1
90,68,21,0,0,0,6,0,1
53,47,17,0,0,0,0,1,1
176,171,8,0,0,0,10,0,1
168,141,44,0,0,0,42,0,1
144,104,51,0,0,0,3,1,1
16,8,0,3,2,0,4,0,1
235,169,49,0,0,0,40,0,1
85,56,20,0,0,0,2,0,1
147,84,30,0,0,0,12,1,1
53,46,15,0,0,0,2,0,1
68,57,23,0,0,0,2,0,1
19,15,4,0,0,0,1,0,1
1293,565,433,0,0,0,144,2,1
74,65,9,0,0,0,18,0,1
90,75,21,0,0,1,15,0,1
505,258,206,0,0,0,12,2,1
65,60,16,0,0,0,1,0,1
540,262,106,0,0,0,108,0,1
38,34,5,0,0,0,0,0,1
34,32,6,0,0,0,5,0,1
585,241,253,6,4,3,16,0,1
175,99,56,0,0,0,26,1,1
181,106,78,0,0,0,14,0,1
31,30,3,0,0,0,4,0,1
46,46,0,0,0,0,5,0,1
152,103,55,0,0,0,12,0,1
92,61,24,3,3,2,16,0,1
320,193,113,3,3,1,24,1,1
138,114,32,0,0,0,3,1,1
85,62,29,2,2,3,11,0,1
30,30,3,0,0,0,6,0,1
189,106,62,0,0,0,1,1,1
260,144,98,0,0,0,4,0,1
550,321,174,0,0,0,90,0,1
73,60,14,0,0,0,8,0,1
102,80,19,0,0,0,15,0,1
465,240,152,0,0,0,20,2,1
186,110,54,0,0,0,5,0,1
70,54,23,0,0,0,3,1,1
650,329,20,0,0,0,535,0,1
338,134,38,1,1,0,33,0,1
37,32,6,0,0,0,14,1,1
193,126,61,0,0,0,4,2,1
2462,688,991,0,0,0,35,2,1
100,64,27,0,0,0,3,0,1
149,91,32,0,0,0,10,0,1
44,41,8,0,0,0,6,0,1
476,246,137,6,6,3,31,1,1
385,377,9,0,0,0,39,0,1
195,139,70,0,0,0,14,0,1
613,340,144,0,0,0,13,1,1
126,97,44,0,0,0,6,0,1
418,204,121,0,0,0,13,2,1
64,58,17,0,0,0,1,0,1
48,41,15,0,0,0,2,0,1
643,339,209,0,0,0,65,0,1
594,352,211,0,0,0,41,0,1
182,104,84,0,0,0,2,0,1
233,139,104,0,0,0,4,2,1
541,293,180,0,0,0,5,0,1
49,39,19,0,0,0,3,0,1
83,67,26,0,0,0,12,0,1
6,6,1,0,0,0,0,0,1
133,93,38,0,0,0,7,0,1
92,76,23,0,0,0,12,0,1
60,46,6,0,0,0,18,0,1
396,134,38,1,1,2,47,0,1
449,222,173,3,3,1,18,0,1
243,153,62,0,0,0,13,0,1
58,58,2,0,0,0,7,0,1
63,40,22,0,0,0,10,0,1
7,7,2,0,0,0,2,0,1
10,10,3,0,0,0,3,0,1
212,121,56,6,2,0,12,0,1
39,36,6,0,0,0,13,0,1
202,129,72,0,0,0,10,1,1
133,85,37,0,0,0,4,0,1
135,82,63,1,1,0,6,1,1
70,48,31,0,0,0,2,1,1
42,40,11,0,0,0,0,0,1
82,68,25,0,0,0,14,0,1
39,36,12,0,0,0,7,0,1
1708,561,696,0,0,0,12,0,1
63,48,5,0,0,0,10,0,1
32,29,11,0,0,0,0,0,1
102,68,6,0,0,0,21,0,1
19,18,2,0,0,0,5,0,1
158,129,19,0,0,0,30,1,1
197,141,67,0,0,0,11,0,1
146,97,49,0,0,0,6,0,1
90,70,16,3,3,1,13,0,1
42,35,12,0,0,0,2,0,1
116,83,36,1,1,0,4,1,1
108,80,38,0,0,0,7,0,1
115,67,43,0,0,0,7,0,1
253,148,110,0,0,0,6,1,1
181,89,33,0,0,0,16,1,1
4761,730,1732,75,32,43,270,3,1
52,49,2,0,0,0,5,0,1
192,124,60,0,0,0,21,0,1
26,26,3,0,0,0,1,0,1
576,263,238,0,0,0,6,1,1
174,112,67,0,0,0,3,1,1
118,95,47,0,0,0,8,0,1
70,60,10,0,0,0,20,0,1
3112,827,1245,0,0,0,82,3,1
190,127,60,0,0,0,11,0,1
12,12,2,0,0,0,3,0,1
230,181,8,0,0,0,48,0,1
44,42,7,0,0,0,1,0,1
46,28,3,0,0,0,8,0,1
183,124,46,0,0,0,27,0,1
185,123,44,0,0,0,21,0,1
158,126,54,0,0,0,3,1,1
117,80,40,0,0,0,11,0,1
64,52,22,0,0,0,3,0,1
688,402,170,0,0,0,51,1,1
123,83,37,0,0,0,8,0,1
177,107,37,0,0,0,18,0,1
102,69,6,0,0,0,27,0,1
28,27,8,1,1,0,1,0,1
71,63,10,0,0,0,14,0,1
198,91,36,0,0,1,7,0,1
53,40,9,3,2,0,6,0,1
149,110,39,1,1,0,7,0,1
106,84,34,0,0,1,1,0,1
205,139,62,0,0,1,8,0,1
35,32,5,0,0,0,6,0,1
489,314,12,3,3,2,382,0,1
37,32,13,0,0,0,1,0,1
66,51,21,0,0,0,5,1,1
89,53,17,0,0,0,1,0,1
591,282,204,0,0,0,24,2,1
132,92,26,4,3,1,12,0,1
46,31,16,0,0,0,1,0,1
38,37,5,0,0,0,8,0,1
243,147,99,0,0,0,10,0,1
112,70,46,0,0,0,2,0,1
43,40,9,0,0,0,2,0,1
406,231,141,0,0,0,11,0,1
322,202,99,0,0,0,18,0,1
644,625,4,0,0,0,52,1,1
47,45,7,0,0,0,6,0,1
68,57,23,0,0,0,2,0,1
208,139,53,6,4,1,14,1,1
443,235,151,0,0,0,7,1,1
34,23,4,3,3,1,11,0,1
3521,881,1223,0,0,0,64,4,1
444,215,138,0,0,0,8,1,1
136,95,55,0,0,0,9,1,1
134,91,37,0,0,0,4,0,1
75,72,7,0,0,0,1,0,1
1389,565,473,0,0,0,57,1,1
170,126,66,0,0,0,2,0,1
2430,838,681,0,0,0,157,1,1
55,42,6,0,0,0,4,0,1
115,80,38,0,0,0,10,0,1
129,105,23,0,0,0,6,1,1
61,54,16,0,0,0,1,0,1
533,286,186,2,2,0,22,2,1
549,196,116,0,0,1,83,1,1
82,79,6,0,0,0,0,0,1
42,42,0,0,0,0,1,0,1
114,75,51,4,3,0,5,0,1
140,127,21,0,0,0,37,0,1
47,34,8,0,0,0,5,0,1
246,142,85,3,3,3,23,0,1
96,72,32,0,0,0,9,1,1
49,44,17,0,0,0,9,0,1
68,67,3,0,0,0,22,0,1
108,78,36,0,0,2,7,0,1
1258,515,427,0,0,0,49,0,1
396,214,48,0,0,0,106,1,1
57,50,21,0,0,0,6,0,1
64,43,24,0,0,0,2,0,1
24,21,2,0,0,0,7,0,1
173,110,54,0,0,0,8,0,1
241,143,95,0,0,0,7,0,1
100,74,34,0,0,0,6,0,1
80,65,33,0,0,0,7,0,1
142,111,19,0,0,0,29,0,1
540,287,157,0,0,0,66,2,1
453,240,174,2,2,0,13,1,1
1196,516,376,0,0,0,13,1,1
117,93,43,0,0,0,1,0,1
103,67,29,2,1,0,5,0,1
109,72,36,0,0,0,8,0,1
41,37,14,0,0,0,2,2,1
90,70,26,0,0,0,7,0,1
2118,767,549,1,1,0,153,1,1
358,221,98,0,0,0,38,1,1
114,75,51,4,3,0,5,0,1
90,70,30,1,1,0,3,0,1
537,244,197,0,0,0,24,0,1
13,13,0,0,0,0,3,0,1
469,220,156,4,2,1,26,1,1
63,48,5,0,0,0,10,0,1
88,61,37,1,1,0,0,0,1
62,45,20,0,0,0,6,0,1
416,217,157,0,0,0,20,1,1
196,178,23,0,0,0,24,0,1
72,54,17,3,3,1,15,0,1
6,6,2,0,0,0,0,0,1
72,47,26,0,0,0,0,0,1
137,97,49,0,0,0,4,0,1
72,51,14,3,3,3,18,0,1
87,85,5,0,0,0,7,0,1
113,90,31,0,0,0,11,0,1
34,32,5,0,0,0,2,0,1
124,103,14,0,0,0,41,0,1
11,11,2,0,0,0,4,0,1
242,214,2,0,0,0,146,0,1
102,74,38,0,0,0,2,0,1
73,72,4,0,0,0,2,0,1
1206,495,380,0,0,0,123,1,1
109,90,22,0,0,0,11,1,1
593,106,89,0,0,0,218,0,1
37,31,12,0,0,0,2,0,1
2247,818,622,0,0,0,148,1,1
47,39,20,0,0,0,0,0,1
36,30,14,0,0,0,1,0,1
7,6,4,0,0,0,1,0,1
18,17,0,0,0,0,4,0,1
234,232,4,0,0,0,202,0,1
27,24,9,0,0,0,2,0,1
121,95,16,0,0,0,33,0,1
74,63,17,0,0,0,5,0,1
524,258,221,0,0,0,9,1,1
80,65,33,0,0,0,7,0,1
79,60,29,0,0,0,4,0,1
52,52,6,0,0,0,16,0,1
123,83,38,0,0,0,7,0,1
146,112,52,0,0,0,12,0,1
198,129,68,0,0,0,7,0,1
113,76,35,0,0,0,12,0,1
246,159,73,0,0,0,13,1,1
61,51,22,0,0,0,8,0,1
37,32,13,0,0,0,1,0,1
102,75,39,2,2,0,4,0,1
369,184,137,5,4,2,20,0,1
31,30,2,0,0,0,12,0,1
42,34,18,0,0,0,2,0,1
46,46,1,0,0,0,2,0,1
30,26,11,0,0,0,3,0,1
91,71,22,0,0,0,14,0,1
47,42,11,0,0,0,0,0,1
278,168,95,0,0,0,21,1,1
51,46,5,0,0,0,13,1,1
34,31,14,0,0,0,1,0,1
610,598,14,0,0,0,46,0,1
122,88,3,0,0,0,64,0,1
3886,881,1604,0,0,0,34,3,1
106,78,45,0,0,0,0,0,1
46,37,17,0,0,0,3,0,1
198,113,59,4,3,2,12,0,1
13,10,0,1,1,1,4,0,1
266,154,94,0,0,0,9,4,1
49,44,17,0,0,0,2,0,1
504,251,188,0,0,1,4,1,1
806,323,330,0,0,0,10,0,1
37,36,11,0,0,0,2,0,1
50,48,13,0,0,0,7,0,1
